Position,Track_Name,Artist,Streams,URL,Date,Region
39,Let You Down,NF,4102,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-19,th
83,Let You Down,NF,2616,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-16,th
21,Let You Down,NF,3897,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-29,th
27,Let You Down,NF,4589,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-02,th
39,Let You Down,NF,4119,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-17,th
28,Let You Down,NF,4460,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-14,th
30,Let You Down,NF,4192,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-17,th
40,Let You Down,NF,3772,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-20,th
45,Let You Down,NF,3860,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-23,th
49,Let You Down,NF,3883,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-29,th
21,Let You Down,NF,4859,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-01,th
34,Let You Down,NF,4111,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-06,th
42,Let You Down,NF,3904,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-27,th
58,Let You Down,NF,3334,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-07,th
18,Let You Down,NF,3955,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-04,th
27,Let You Down,NF,3935,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-09,th
16,Let You Down,NF,4146,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-05,th
36,Let You Down,NF,4012,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-18,th
44,Let You Down,NF,3831,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-30,th
88,Let You Down,NF,2314,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-03,th
21,Let You Down,NF,4068,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-13,th
62,Let You Down,NF,3212,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-09,th
63,Let You Down,NF,2984,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-12,th
67,Let You Down,NF,2853,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-14,th
156,Let You Down,NF,1447,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-11,th
22,Let You Down,NF,3999,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-17,th
23,Let You Down,NF,4608,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-27,th
